Flight Number,PassengerID,Airline,Origin,Destination,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Departure Delay (min),Arrival Delay (min),Delay Reason,Passenger Satisfaction,Survey Score,Comments,Number of Passengers,Date,Delay Duration (minutes),Flight Status
FN9498,PAX1547,AirNova,LAX,MIA,07:02,07:23,09:00,09:21,21,21,Technical,Medium,5,Smooth flight.,66,2024-05-31,21,Delayed
FN1919,PAX1548,SkyJet,ATL,SEA,21:42,22:10,23:20,23:48,28,28,None,Medium,4,Uncomfortable seats.,125,2024-05-30,28,Delayed
FN3939,PAX1549,CloudAir,JFK,PHX,12:04,12:29,14:20,14:28,25,8,None,Medium,1,Smooth flight.,216,2024-07-08,8,Delayed
FN7654,PAX1550,JetStream,LAX,MIA,18:25,19:02,21:05,21:42,37,37,None,Low,2,,84,2024-08-11,37,Delayed
FN5911,PAX1551,SkyJet,ORD,MIA,23:41,00:08,03:40,04:07,27,27,Weather,Medium,2,,266,2024-02-06,27,Delayed
FN6003,PAX1552,CloudAir,LAX,PHX,22:54,23:24,01:05,01:35,30,30,None,Medium,4,Smooth flight.,66,2024-09-24,30,Delayed
FN9061,PAX1553,CloudAir,JFK,PHX,21:15,21:43,23:29,23:57,28,28,None,Medium,1,,291,2024-07-01,28,Delayed
FN5752,PAX1554,AirNova,ATL,SEA,03:33,04:06,06:18,06:51,33,33,Technical,Low,2,Uncomfortable seats.,66,2024-01-13,33,Delayed
FN4587,PAX1555,FlyHigh,JFK,SEA,05:24,05:58,07:14,07:48,34,34,Technical,Low,3,Uncomfortable seats.,225,2024-10-05,34,Delayed
FN1354,PAX1556,JetStream,ATL,DEN,07:52,08:28,09:38,09:33,36,-5,None,High,1,Friendly staff.,101,2024-08-04,0,On Time
FN3443,PAX1557,AirNova,JFK,SEA,07:53,08:22,10:29,10:58,29,29,Crew,Medium,5,Uncomfortable seats.,230,2024-12-20,29,Delayed
FN1172,PAX1558,FlyHigh,DFW,DEN,19:03,19:32,22:30,22:59,29,29,Technical,Medium,3,Delay was frustrating.,120,2024-12-26,29,Delayed
FN5076,PAX1559,CloudAir,DFW,BOS,18:59,19:29,21:43,22:13,30,30,None,Medium,2,Smooth flight.,275,2024-10-12,30,Delayed
FN2189,PAX1560,CloudAir,ORD,PHX,06:35,07:12,09:35,10:12,37,37,None,Low,4,Friendly staff.,162,2024-09-29,37,Delayed
FN8645,PAX1561,FlyHigh,DFW,MIA,00:48,01:20,04:30,04:30,32,0,Weather,High,4,Great service!,225,2024-03-02,0,On Time
FN2932,PAX1562,JetStream,JFK,BOS,01:26,01:50,04:33,04:57,24,24,Weather,Medium,5,Friendly staff.,280,2024-03-24,24,Delayed
FN1564,PAX1563,FlyHigh,DFW,DEN,20:12,20:32,23:49,00:09,20,20,Technical,Medium,5,Smooth flight.,192,2024-08-04,20,Delayed
FN8170,PAX1564,AirNova,ORD,SEA,05:48,06:25,07:56,08:33,37,37,None,Low,1,Smooth flight.,204,2024-12-07,37,Delayed
FN9638,PAX1565,FlyHigh,LAX,MIA,12:14,12:41,15:34,16:01,27,27,Technical,Medium,3,,92,2024-07-05,27,Delayed
FN2211,PAX1566,AirNova,JFK,SEA,11:42,12:10,14:20,14:48,28,28,None,Medium,3,Friendly staff.,134,2024-01-19,28,Delayed
FN3283,PAX1567,CloudAir,LAX,PHX,06:26,06:56,09:25,09:55,30,30,Technical,Medium,2,Smooth flight.,50,2024-06-25,30,Delayed
FN9186,PAX1568,JetStream,DFW,SEA,15:47,16:24,18:46,19:23,37,37,None,Low,2,Delay was frustrating.,113,2024-04-09,37,Delayed
FN5597,PAX1569,SkyJet,DFW,SEA,16:53,17:22,18:31,18:35,29,4,Weather,Medium,2,Great service!,200,2024-08-20,4,Delayed
FN6192,PAX1570,JetStream,LAX,MIA,14:07,14:37,15:50,16:20,30,30,Crew,Medium,3,Great service!,228,2024-03-16,30,Delayed
FN1282,PAX1571,CloudAir,LAX,SEA,16:27,16:58,20:09,20:40,31,31,Weather,Low,4,,178,2024-09-21,31,Delayed
FN1564,PAX1572,CloudAir,ORD,BOS,15:47,16:14,17:22,17:49,27,27,Weather,Medium,4,,199,2024-10-10,27,Delayed
FN4549,PAX1573,JetStream,DFW,DEN,18:46,19:28,22:24,22:31,42,7,Weather,Medium,5,Great service!,263,2024-07-24,7,Delayed
FN2507,PAX1574,FlyHigh,JFK,MIA,14:04,14:29,16:08,16:33,25,25,Crew,Medium,2,Great service!,298,2024-08-10,25,Delayed
FN3441,PAX1575,FlyHigh,ORD,SEA,11:44,12:18,13:56,14:30,34,34,Weather,Low,3,Friendly staff.,264,2024-02-21,34,Delayed
FN7014,PAX1576,SkyJet,ATL,SEA,00:06,00:43,02:54,03:31,37,37,Technical,Low,4,Great service!,126,2024-12-04,37,Delayed
FN2849,PAX1577,FlyHigh,LAX,DEN,00:55,01:15,03:00,03:03,20,3,None,Medium,2,Great service!,156,2024-05-23,3,Delayed
FN8633,PAX1578,CloudAir,DFW,DEN,05:56,06:17,08:01,08:22,21,21,Weather,Medium,3,Uncomfortable seats.,149,2024-03-09,21,Delayed
FN7704,PAX1579,AirNova,JFK,MIA,13:41,14:05,16:23,16:47,24,24,Weather,Medium,1,Friendly staff.,146,2024-04-08,24,Delayed
FN8396,PAX1580,CloudAir,ATL,BOS,14:30,14:53,16:01,15:58,23,-3,Technical,High,4,Friendly staff.,296,2024-01-25,0,On Time
FN5067,PAX1581,SkyJet,JFK,SEA,23:32,00:13,01:46,02:27,41,41,None,Low,3,Great service!,163,2024-02-22,41,Delayed
FN5157,PAX1582,CloudAir,LAX,BOS,02:36,03:09,05:20,05:53,33,33,Weather,Low,1,,69,2024-05-30,33,Delayed
FN4876,PAX1583,SkyJet,ORD,PHX,22:16,22:41,01:22,01:47,25,25,None,Medium,4,,94,2024-05-23,25,Delayed
FN5569,PAX1584,JetStream,LAX,BOS,17:35,18:09,20:58,21:32,34,34,Weather,Low,1,Friendly staff.,52,2024-02-26,34,Delayed
FN1808,PAX1585,SkyJet,JFK,PHX,19:24,20:03,23:10,23:10,39,0,Weather,High,4,,259,2024-02-08,0,On Time
FN8329,PAX1586,AirNova,DFW,MIA,00:57,01:16,03:22,03:25,19,3,Technical,Medium,2,Delay was frustrating.,116,2024-04-18,3,Delayed
FN3032,PAX1587,SkyJet,DFW,SEA,00:25,00:57,02:37,03:09,32,32,Crew,Low,4,Friendly staff.,134,2024-06-29,32,Delayed
FN3428,PAX1588,SkyJet,JFK,DEN,09:15,09:52,12:38,13:15,37,37,Crew,Low,5,,164,2024-02-11,37,Delayed
FN9159,PAX1589,CloudAir,JFK,PHX,21:38,22:06,00:19,00:47,28,28,Technical,Medium,4,Great service!,206,2024-07-04,28,Delayed
FN4935,PAX1590,SkyJet,JFK,PHX,03:48,04:22,05:40,06:14,34,34,Technical,Low,3,Great service!,226,2024-08-10,34,Delayed
FN2770,PAX1591,CloudAir,ORD,MIA,08:53,09:27,12:09,12:43,34,34,Weather,Low,4,Friendly staff.,88,2024-05-01,34,Delayed
FN1105,PAX1592,CloudAir,LAX,BOS,12:32,13:03,14:47,15:18,31,31,Crew,Low,4,Great service!,296,2024-05-12,31,Delayed
FN4981,PAX1593,FlyHigh,DFW,BOS,01:09,01:45,03:04,03:40,36,36,Weather,Low,3,Great service!,190,2024-06-11,36,Delayed
FN8064,PAX1594,AirNova,DFW,PHX,23:37,00:12,02:25,03:00,35,35,None,Low,5,Great service!,180,2024-08-02,35,Delayed
FN1328,PAX1595,SkyJet,ORD,SEA,13:57,14:25,17:53,17:54,28,1,None,Medium,5,Uncomfortable seats.,245,2024-08-08,1,Delayed
FN4170,PAX1596,SkyJet,DFW,PHX,18:34,18:56,20:40,21:02,22,22,None,Medium,5,,289,2024-08-22,22,Delayed
FN4735,PAX1597,CloudAir,JFK,BOS,04:58,05:26,07:31,07:59,28,28,Crew,Medium,5,Great service!,244,2024-11-26,28,Delayed
FN2428,PAX1598,FlyHigh,ORD,PHX,22:07,22:34,01:03,00:58,27,-5,None,High,3,,149,2024-05-25,0,On Time
FN6835,PAX1599,CloudAir,JFK,MIA,17:20,17:59,21:00,21:39,39,39,Weather,Low,5,,186,2024-08-26,39,Delayed
FN7363,PAX1600,SkyJet,DFW,SEA,18:12,18:30,21:15,21:33,18,18,Weather,Medium,2,Great service!,154,2024-03-16,18,Delayed
FN1340,PAX1601,AirNova,ATL,SEA,17:05,17:38,20:47,21:20,33,33,None,Low,5,Smooth flight.,74,2024-01-09,33,Delayed
FN1818,PAX1602,AirNova,ORD,PHX,15:27,15:52,18:03,18:28,25,25,None,Medium,4,Great service!,164,2024-03-14,25,Delayed
FN2438,PAX1603,AirNova,ATL,DEN,04:20,04:51,08:00,08:31,31,31,Technical,Low,5,Great service!,227,2024-09-09,31,Delayed
FN1727,PAX1604,SkyJet,JFK,DEN,00:15,00:36,03:33,03:36,21,3,Weather,Medium,5,Great service!,126,2024-08-17,3,Delayed
FN4401,PAX1605,CloudAir,JFK,SEA,16:31,17:06,19:03,19:38,35,35,Weather,Low,5,Delay was frustrating.,109,2024-01-07,35,Delayed
FN3233,PAX1606,AirNova,ATL,BOS,12:36,12:58,14:26,14:48,22,22,Technical,Medium,5,Friendly staff.,126,2024-06-22,22,Delayed
FN8799,PAX1607,AirNova,ORD,PHX,18:16,18:43,20:02,20:29,27,27,Technical,Medium,4,,137,2024-05-20,27,Delayed
FN2030,PAX1608,FlyHigh,DFW,SEA,14:18,14:53,17:54,18:29,35,35,Technical,Low,4,Friendly staff.,290,2024-06-16,35,Delayed
FN2672,PAX1609,SkyJet,DFW,BOS,03:47,04:13,07:30,07:56,26,26,Crew,Medium,2,Friendly staff.,152,2024-06-18,26,Delayed
FN4253,PAX1610,CloudAir,LAX,PHX,18:44,19:09,20:39,21:04,25,25,Technical,Medium,2,Uncomfortable seats.,273,2024-10-09,25,Delayed
FN8795,PAX1611,CloudAir,LAX,DEN,12:47,13:09,15:47,16:09,22,22,Weather,Medium,5,Friendly staff.,276,2024-05-01,22,Delayed
FN4870,PAX1612,JetStream,JFK,BOS,01:25,01:43,04:33,04:51,18,18,None,Medium,4,Uncomfortable seats.,189,2024-07-12,18,Delayed
FN9405,PAX1613,CloudAir,ATL,MIA,11:16,11:50,14:33,14:42,34,9,Weather,Medium,5,Delay was frustrating.,205,2024-01-05,9,Delayed
FN4554,PAX1614,FlyHigh,ORD,SEA,23:56,00:18,02:15,02:19,22,4,Crew,Medium,4,Great service!,127,2024-01-29,4,Delayed
FN4771,PAX1615,SkyJet,JFK,SEA,04:54,05:19,06:38,06:38,25,0,Technical,High,2,Friendly staff.,53,2024-06-13,0,On Time
FN3800,PAX1616,JetStream,JFK,PHX,06:10,06:41,10:05,10:02,31,-3,None,High,4,Delay was frustrating.,116,2024-12-04,0,On Time
FN3269,PAX1617,SkyJet,JFK,DEN,17:15,17:40,20:05,20:30,25,25,Technical,Medium,2,Great service!,119,2024-05-15,25,Delayed
FN2070,PAX1618,FlyHigh,ATL,SEA,14:09,14:30,17:20,17:41,21,21,Crew,Medium,2,,125,2024-12-30,21,Delayed
FN4867,PAX1619,FlyHigh,LAX,SEA,11:07,11:39,14:55,15:27,32,32,Technical,Low,3,Great service!,155,2024-11-16,32,Delayed
FN4078,PAX1620,SkyJet,DFW,MIA,01:39,02:02,03:34,03:30,23,-4,None,High,3,Great service!,102,2024-12-07,0,On Time
FN7035,PAX1621,FlyHigh,ORD,DEN,23:07,23:35,01:43,02:11,28,28,Crew,Medium,4,,56,2024-05-24,28,Delayed
FN1792,PAX1622,SkyJet,DFW,BOS,06:42,07:16,08:52,08:56,34,4,Weather,Medium,4,,128,2024-11-22,4,Delayed
FN6024,PAX1623,CloudAir,ATL,BOS,20:14,20:42,22:11,22:39,28,28,Technical,Medium,4,Great service!,259,2024-08-04,28,Delayed
FN8937,PAX1624,AirNova,ATL,BOS,11:55,12:22,13:26,13:53,27,27,Technical,Medium,4,Smooth flight.,150,2024-10-27,27,Delayed
FN7400,PAX1625,FlyHigh,JFK,PHX,10:22,10:59,14:18,14:55,37,37,Technical,Low,3,Great service!,66,2024-05-11,37,Delayed
FN8490,PAX1626,SkyJet,LAX,BOS,02:16,02:39,04:39,05:02,23,23,Crew,Medium,5,Friendly staff.,71,2024-10-18,23,Delayed
FN9539,PAX1627,CloudAir,ATL,SEA,11:14,11:49,13:37,14:12,35,35,Technical,Low,5,Friendly staff.,224,2024-03-10,35,Delayed
FN6316,PAX1628,CloudAir,JFK,MIA,17:12,17:39,21:10,21:37,27,27,Crew,Medium,5,Friendly staff.,69,2024-09-08,27,Delayed
FN9880,PAX1629,JetStream,LAX,BOS,16:08,16:50,17:49,18:31,42,42,None,Low,3,Uncomfortable seats.,102,2024-10-01,42,Delayed
FN4718,PAX1630,AirNova,ORD,PHX,00:55,01:28,04:06,04:39,33,33,None,Low,4,Smooth flight.,152,2024-12-29,33,Delayed
FN6494,PAX1631,SkyJet,JFK,SEA,09:26,10:01,12:25,13:00,35,35,None,Low,5,Delay was frustrating.,208,2024-06-30,35,Delayed
FN2736,PAX1632,FlyHigh,DFW,BOS,04:43,05:18,06:45,07:20,35,35,Technical,Low,5,Delay was frustrating.,278,2024-06-15,35,Delayed
FN5070,PAX1633,FlyHigh,ORD,SEA,13:41,14:13,16:39,17:11,32,32,None,Low,3,,135,2024-03-31,32,Delayed
FN7895,PAX1634,SkyJet,LAX,DEN,10:02,10:34,13:23,13:55,32,32,None,Low,4,,270,2024-07-20,32,Delayed
FN4883,PAX1635,SkyJet,ORD,DEN,08:47,09:14,11:49,12:16,27,27,None,Medium,3,Great service!,219,2024-12-11,27,Delayed
FN5211,PAX1636,FlyHigh,JFK,PHX,18:46,19:20,22:17,22:51,34,34,Technical,Low,4,Great service!,246,2024-01-19,34,Delayed
FN9795,PAX1637,FlyHigh,ORD,PHX,01:35,02:05,05:22,05:52,30,30,Crew,Medium,3,,270,2024-02-08,30,Delayed
FN2963,PAX1638,CloudAir,ATL,DEN,11:30,11:55,14:14,14:39,25,25,Weather,Medium,1,Great service!,72,2024-05-05,25,Delayed
FN5607,PAX1639,CloudAir,LAX,MIA,16:58,17:24,18:44,19:10,26,26,None,Medium,3,Uncomfortable seats.,226,2024-06-21,26,Delayed
FN7642,PAX1640,FlyHigh,JFK,BOS,04:26,04:56,06:35,07:05,30,30,None,Medium,2,Uncomfortable seats.,229,2024-05-20,30,Delayed
FN9728,PAX1641,CloudAir,ATL,PHX,06:35,07:00,08:25,08:27,25,2,None,Medium,2,Great service!,171,2024-08-29,2,Delayed
FN7121,PAX1642,AirNova,ATL,PHX,17:15,17:48,21:05,21:38,33,33,Weather,Low,5,,248,2024-08-07,33,Delayed
FN1028,PAX1643,CloudAir,ATL,MIA,19:11,19:43,22:23,22:55,32,32,None,Low,4,,198,2024-05-05,32,Delayed
FN1572,PAX1644,CloudAir,JFK,DEN,16:06,16:34,18:16,18:44,28,28,Weather,Medium,3,Smooth flight.,206,2024-02-27,28,Delayed
FN4808,PAX1645,JetStream,ATL,BOS,05:23,05:47,07:53,08:17,24,24,Technical,Medium,2,Friendly staff.,274,2024-05-27,24,Delayed
FN1604,PAX1646,SkyJet,LAX,MIA,14:28,14:59,16:28,16:59,31,31,None,Low,2,Uncomfortable seats.,202,2024-11-12,31,Delayed
FN8846,PAX1647,SkyJet,ORD,MIA,17:09,17:42,20:07,20:40,33,33,Technical,Low,2,Smooth flight.,95,2024-12-26,33,Delayed
FN1597,PAX1648,SkyJet,JFK,MIA,08:39,09:10,11:45,12:16,31,31,Technical,Low,3,Uncomfortable seats.,190,2024-01-01,31,Delayed
FN5846,PAX1649,FlyHigh,LAX,MIA,12:09,12:35,14:56,15:22,26,26,None,Medium,5,Uncomfortable seats.,255,2024-12-13,26,Delayed
FN2875,PAX1650,FlyHigh,JFK,DEN,07:56,08:34,10:50,11:28,38,38,Technical,Low,4,Uncomfortable seats.,173,2024-07-08,38,Delayed
FN9625,PAX1651,JetStream,JFK,DEN,09:14,09:38,11:20,11:20,24,0,Weather,High,3,Delay was frustrating.,100,2024-07-09,0,On Time
FN1550,PAX1652,FlyHigh,DFW,SEA,18:49,19:15,20:30,20:56,26,26,None,Medium,4,,218,2024-11-07,26,Delayed
FN4301,PAX1653,FlyHigh,ORD,PHX,02:07,02:39,03:46,04:18,32,32,Crew,Low,4,Great service!,252,2024-04-26,32,Delayed
FN6006,PAX1654,CloudAir,DFW,DEN,10:03,10:41,12:22,13:00,38,38,Technical,Low,3,Friendly staff.,133,2024-05-13,38,Delayed
FN5864,PAX1655,FlyHigh,ORD,SEA,13:58,14:25,17:46,18:13,27,27,Technical,Medium,5,,137,2024-02-27,27,Delayed
FN6389,PAX1656,SkyJet,JFK,DEN,13:09,13:37,16:44,17:12,28,28,Weather,Medium,1,Great service!,254,2024-02-13,28,Delayed
FN2834,PAX1657,AirNova,DFW,BOS,11:45,12:15,14:29,14:59,30,30,Crew,Medium,1,Friendly staff.,205,2024-06-21,30,Delayed
FN7697,PAX1658,CloudAir,DFW,SEA,06:26,06:46,10:17,10:37,20,20,None,Medium,4,Friendly staff.,171,2024-06-08,20,Delayed
FN1109,PAX1659,JetStream,ORD,BOS,14:08,14:39,16:29,17:00,31,31,None,Low,3,Uncomfortable seats.,173,2024-06-21,31,Delayed
FN9837,PAX1660,FlyHigh,DFW,DEN,15:04,15:29,18:19,18:44,25,25,None,Medium,2,Friendly staff.,65,2024-11-12,25,Delayed
FN3261,PAX1661,AirNova,LAX,SEA,08:06,08:42,10:56,11:32,36,36,Technical,Low,5,Friendly staff.,237,2024-10-29,36,Delayed
FN2996,PAX1662,CloudAir,ORD,SEA,08:24,08:53,10:30,10:59,29,29,None,Medium,3,Great service!,107,2024-05-28,29,Delayed
FN3440,PAX1663,SkyJet,ATL,PHX,08:59,09:31,12:46,13:18,32,32,None,Low,5,Smooth flight.,299,2024-03-20,32,Delayed
FN5320,PAX1664,FlyHigh,LAX,DEN,21:44,22:08,23:22,23:46,24,24,Crew,Medium,1,,111,2024-07-31,24,Delayed
FN8727,PAX1665,AirNova,DFW,BOS,00:13,00:43,01:50,02:20,30,30,None,Medium,4,Great service!,257,2024-07-21,30,Delayed
FN7331,PAX1666,AirNova,ATL,BOS,18:44,19:02,20:52,21:10,18,18,Technical,Medium,5,,159,2024-09-08,18,Delayed
FN9974,PAX1667,JetStream,LAX,BOS,12:22,12:58,14:56,14:55,36,-1,Weather,High,5,Great service!,194,2024-08-16,0,On Time
FN4391,PAX1668,JetStream,LAX,BOS,15:08,15:39,18:16,18:47,31,31,None,Low,3,Uncomfortable seats.,108,2024-06-12,31,Delayed
FN8297,PAX1669,AirNova,ORD,MIA,11:49,12:07,13:38,13:56,18,18,Weather,Medium,4,,180,2024-08-14,18,Delayed
FN1583,PAX1670,CloudAir,LAX,DEN,13:21,13:46,15:22,15:47,25,25,Weather,Medium,4,,95,2024-05-26,25,Delayed
FN1788,PAX1671,CloudAir,DFW,BOS,02:26,02:54,05:52,06:20,28,28,Weather,Medium,2,Great service!,250,2024-01-20,28,Delayed
FN5240,PAX1672,FlyHigh,ATL,BOS,12:38,13:07,15:25,15:54,29,29,None,Medium,1,Uncomfortable seats.,124,2024-02-16,29,Delayed
FN8593,PAX1673,JetStream,LAX,SEA,19:11,19:39,22:09,22:37,28,28,Weather,Medium,5,Uncomfortable seats.,243,2024-08-20,28,Delayed
FN4167,PAX1674,CloudAir,LAX,DEN,11:20,11:41,13:48,14:09,21,21,Weather,Medium,5,Uncomfortable seats.,232,2024-10-31,21,Delayed
FN6404,PAX1675,CloudAir,JFK,SEA,06:21,06:46,09:05,09:30,25,25,None,Medium,5,Friendly staff.,80,2024-01-14,25,Delayed
FN6255,PAX1676,FlyHigh,ORD,BOS,03:05,03:32,04:53,05:20,27,27,Weather,Medium,1,Uncomfortable seats.,194,2024-05-22,27,Delayed
FN4758,PAX1677,FlyHigh,ATL,PHX,11:41,12:19,15:29,16:07,38,38,None,Low,4,Delay was frustrating.,151,2024-01-01,38,Delayed
FN1076,PAX1678,CloudAir,JFK,SEA,03:32,04:03,05:05,05:36,31,31,Technical,Low,1,Friendly staff.,68,2024-02-23,31,Delayed
FN8737,PAX1679,JetStream,ATL,PHX,18:20,18:38,20:55,21:13,18,18,None,Medium,4,Great service!,145,2024-09-15,18,Delayed
FN9234,PAX1680,SkyJet,LAX,PHX,02:31,02:54,04:47,04:43,23,-4,Weather,High,5,Friendly staff.,257,2024-05-23,0,On Time
FN6374,PAX1681,SkyJet,ATL,MIA,02:56,03:26,05:41,06:11,30,30,Weather,Medium,5,Friendly staff.,111,2024-01-12,30,Delayed
FN9853,PAX1682,SkyJet,JFK,BOS,09:17,09:48,12:01,12:09,31,8,None,Medium,3,Uncomfortable seats.,106,2024-11-25,8,Delayed
FN3709,PAX1683,FlyHigh,DFW,MIA,04:31,04:59,07:01,07:29,28,28,Weather,Medium,5,Delay was frustrating.,154,2024-08-11,28,Delayed
FN5228,PAX1684,FlyHigh,ORD,SEA,00:09,00:36,02:35,02:30,27,-5,Technical,High,3,Delay was frustrating.,150,2024-09-28,0,On Time
FN3810,PAX1685,AirNova,JFK,DEN,05:28,06:03,09:07,09:42,35,35,Weather,Low,5,Great service!,113,2024-12-23,35,Delayed
FN5512,PAX1686,SkyJet,JFK,PHX,23:45,00:17,01:58,02:30,32,32,Weather,Low,5,Uncomfortable seats.,282,2024-06-04,32,Delayed
FN6439,PAX1687,JetStream,DFW,DEN,06:41,07:18,10:39,11:16,37,37,Weather,Low,5,Friendly staff.,165,2024-01-08,37,Delayed
FN9338,PAX1688,JetStream,LAX,PHX,20:32,21:02,00:14,00:44,30,30,Technical,Medium,2,,63,2024-05-01,30,Delayed
FN7766,PAX1689,FlyHigh,LAX,BOS,22:48,23:29,00:31,01:12,41,41,Technical,Low,2,,264,2024-12-13,41,Delayed
FN2695,PAX1690,SkyJet,LAX,DEN,09:39,10:14,12:11,12:46,35,35,Technical,Low,4,Smooth flight.,201,2024-06-12,35,Delayed
FN8195,PAX1691,JetStream,DFW,SEA,03:06,03:32,05:48,06:14,26,26,Weather,Medium,3,Delay was frustrating.,270,2024-03-30,26,Delayed
FN4567,PAX1692,AirNova,ORD,PHX,18:47,19:14,22:01,22:28,27,27,Technical,Medium,5,,291,2024-05-15,27,Delayed
FN5053,PAX1693,FlyHigh,ATL,MIA,01:40,02:11,04:10,04:41,31,31,Technical,Low,4,Great service!,290,2024-07-04,31,Delayed
FN1364,PAX1694,JetStream,LAX,BOS,14:34,15:05,16:35,16:40,31,5,None,Medium,5,,84,2024-11-11,5,Delayed
FN1352,PAX1695,SkyJet,LAX,MIA,05:50,06:24,07:25,07:59,34,34,Crew,Low,2,Uncomfortable seats.,275,2024-06-26,34,Delayed
FN6329,PAX1696,SkyJet,ATL,SEA,06:21,06:50,09:31,10:00,29,29,Technical,Medium,3,Smooth flight.,102,2024-01-28,29,Delayed
FN1148,PAX1697,FlyHigh,ATL,DEN,20:09,20:34,22:54,23:19,25,25,Technical,Medium,2,,287,2024-08-07,25,Delayed
FN5803,PAX1698,CloudAir,ORD,DEN,05:55,06:25,08:08,08:13,30,5,Technical,Medium,4,Great service!,138,2024-12-22,5,Delayed
FN4574,PAX1699,SkyJet,LAX,BOS,11:51,12:22,13:21,13:22,31,1,Weather,Medium,5,,163,2024-02-10,1,Delayed
FN6854,PAX1700,FlyHigh,ATL,BOS,05:58,06:28,08:50,08:51,30,1,Technical,Medium,5,Friendly staff.,298,2024-08-15,1,Delayed
FN1760,PAX1701,AirNova,DFW,PHX,13:14,13:45,15:54,16:25,31,31,Weather,Low,3,,73,2024-07-10,31,Delayed
FN4081,PAX1702,JetStream,DFW,PHX,17:49,18:16,20:51,21:18,27,27,None,Medium,3,Great service!,167,2024-05-24,27,Delayed
FN5302,PAX1703,CloudAir,ORD,PHX,15:10,15:43,18:10,18:43,33,33,Weather,Low,3,Friendly staff.,284,2024-07-19,33,Delayed
FN8432,PAX1704,FlyHigh,ORD,SEA,18:17,18:45,20:42,20:41,28,-1,Technical,High,5,Friendly staff.,263,2024-07-30,0,On Time
FN3335,PAX1705,CloudAir,DFW,SEA,14:41,15:10,18:12,18:41,29,29,Weather,Medium,1,Great service!,130,2024-08-07,29,Delayed
FN2832,PAX1706,JetStream,DFW,DEN,23:40,00:14,01:47,01:54,34,7,Technical,Medium,3,,114,2024-08-27,7,Delayed
FN3460,PAX1707,CloudAir,JFK,MIA,15:01,15:23,18:41,18:47,22,6,Crew,Medium,2,Friendly staff.,213,2024-02-15,6,Delayed
FN1976,PAX1708,CloudAir,DFW,PHX,14:03,14:23,16:15,16:35,20,20,Weather,Medium,3,,188,2024-02-04,20,Delayed
FN6845,PAX1709,SkyJet,JFK,MIA,06:13,06:45,09:10,09:42,32,32,Technical,Low,4,Smooth flight.,143,2024-09-09,32,Delayed
FN6279,PAX1710,JetStream,ATL,SEA,03:33,03:58,05:14,05:39,25,25,Weather,Medium,1,Great service!,134,2024-03-22,25,Delayed
FN5112,PAX1711,AirNova,ORD,DEN,16:26,16:49,18:49,19:12,23,23,Weather,Medium,2,Smooth flight.,166,2024-09-12,23,Delayed
FN3732,PAX1712,CloudAir,ATL,SEA,13:33,14:04,17:29,18:00,31,31,Weather,Low,5,Smooth flight.,242,2024-07-15,31,Delayed
FN2025,PAX1713,CloudAir,JFK,DEN,22:25,22:55,02:11,02:41,30,30,Crew,Medium,1,Smooth flight.,106,2024-10-29,30,Delayed
FN3620,PAX1714,CloudAir,LAX,SEA,16:51,17:17,19:14,19:10,26,-4,Crew,High,3,Great service!,129,2024-01-10,0,On Time
FN3666,PAX1715,FlyHigh,ATL,PHX,12:45,13:14,16:20,16:49,29,29,Weather,Medium,1,Smooth flight.,122,2024-11-07,29,Delayed
FN5311,PAX1716,JetStream,ORD,PHX,10:06,10:29,12:34,12:57,23,23,Crew,Medium,3,Friendly staff.,253,2024-10-12,23,Delayed
FN5927,PAX1717,AirNova,LAX,MIA,00:51,01:22,04:13,04:17,31,4,Weather,Medium,4,Great service!,230,2024-08-29,4,Delayed
FN3338,PAX1718,AirNova,JFK,PHX,10:19,10:46,12:11,12:38,27,27,Technical,Medium,5,,116,2024-09-07,27,Delayed
FN3464,PAX1719,FlyHigh,DFW,SEA,04:44,05:23,06:27,07:06,39,39,None,Low,5,Great service!,278,2024-12-30,39,Delayed
FN3588,PAX1720,SkyJet,ATL,MIA,21:45,22:14,00:42,01:11,29,29,None,Medium,5,Uncomfortable seats.,223,2024-01-05,29,Delayed
FN5150,PAX1721,FlyHigh,LAX,PHX,14:50,15:18,17:36,18:04,28,28,Crew,Medium,3,,247,2024-04-28,28,Delayed
FN2410,PAX1722,FlyHigh,LAX,PHX,11:56,12:33,14:06,14:43,37,37,Technical,Low,2,Friendly staff.,136,2024-10-15,37,Delayed
FN9123,PAX1723,AirNova,DFW,MIA,12:16,12:53,15:45,16:22,37,37,Technical,Low,4,,105,2024-03-05,37,Delayed
FN5729,PAX1724,CloudAir,DFW,PHX,16:04,16:32,19:34,19:30,28,-4,Crew,High,3,,210,2024-05-25,0,On Time
FN8209,PAX1725,SkyJet,LAX,DEN,08:47,09:09,11:18,11:40,22,22,None,Medium,5,Uncomfortable seats.,267,2024-08-11,22,Delayed
FN4695,PAX1726,AirNova,LAX,BOS,11:30,12:05,15:20,15:55,35,35,Weather,Low,2,Delay was frustrating.,209,2024-08-26,35,Delayed
FN4561,PAX1727,JetStream,DFW,DEN,18:15,18:43,19:46,20:14,28,28,Weather,Medium,1,,279,2024-06-25,28,Delayed
FN1632,PAX1728,JetStream,JFK,DEN,06:26,06:48,08:03,08:25,22,22,Technical,Medium,2,Delay was frustrating.,273,2024-09-23,22,Delayed
